Study	NST_Site	General Location	Specific Location	NST_Sample_ID	Lat_DD	Lon_DD	Fiscal Year	Collection Date	Matrix	Scientific Name	Method	Parameter	Value	Unit	Qualifier
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCISED	41.5833	-71.3667	1984		Sediment	Sediment	NA	1-Methylnaphthalene	9.77	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCISED	41.5833	-71.3667	1984		Sediment	Sediment	NA	1-Methylphenanthrene	694.8625	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCISED	41.5833	-71.3667	1984		Sediment	Sediment	NA	2,4'-DDD	0.9924999999999999	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCISED	41.5833	-71.3667	1984		Sediment	Sediment	NA	2,4'-DDE	0	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCISED	41.5833	-71.3667	1984		Sediment	Sediment	NA	2,4'-DDT	0	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCISED	41.5833	-71.3667	1984		Sediment	Sediment	NA	2,6-Dimethylnaphthalene	0	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCISED	41.5833	-71.3667	1984		Sediment	Sediment	NA	2-Methylnaphthalene	25.9575	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCISED	41.5833	-71.3667	1984		Sediment	Sediment	NA	4,4'-DDD	0.535	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCISED	41.5833	-71.3667	1984		Sediment	Sediment	NA	4,4'-DDE	2.2025	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCISED	41.5833	-71.3667	1984		Sediment	Sediment	NA	4,4'-DDT	0	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCISED	41.5833	-71.3667	1984		Sediment	Sediment	NA	Acenaphthene	3.48	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCISED	41.5833	-71.3667	1984		Sediment	Sediment	NA	Aldrin	1.66	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCISED	41.5833	-71.3667	1984		Sediment	Sediment	NA	Alpha-Chlordane	1.56	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCISED	41.5833	-71.3667	1984		Sediment	Sediment	NA	Aluminum	55500	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCISED	41.5833	-71.3667	1984		Sediment	Sediment	NA	Anthracene	232.37749999999997	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCISED	41.5833	-71.3667	1984		Sediment	Sediment	NA	Antimony	0.5775	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCISED	41.5833	-71.3667	1984		Sediment	Sediment	NA	Arsenic	8.69	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCISED	41.5833	-71.3667	1984		Sediment	Sediment	NA	Benz[a]anthracene	185.03249999999997	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCISED	41.5833	-71.3667	1984		Sediment	Sediment	NA	Benzo[a]pyrene	140.47	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCISED	41.5833	-71.3667	1984		Sediment	Sediment	NA	Benzo[e]pyrene	135.25	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCISED	41.5833	-71.3667	1984		Sediment	Sediment	NA	Biphenyl	6.935	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCISED	41.5833	-71.3667	1984		Sediment	Sediment	NA	Cadmium	0.3525	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCISED	41.5833	-71.3667	1984		Sediment	Sediment	NA	Chromium	93.60000000000001	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCISED	41.5833	-71.3667	1984		Sediment	Sediment	NA	Chrysene	170.93	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCISED	41.5833	-71.3667	1984		Sediment	Sediment	NA	Copper	78.95	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCISED	41.5833	-71.3667	1984		Sediment	Sediment	NA	Dibenzo[a,h]anthracene	37.495000000000005	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCISED	41.5833	-71.3667	1984		Sediment	Sediment	NA	Dichlorobiphenyls	0	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCISED	41.5833	-71.3667	1984		Sediment	Sediment	NA	Dieldrin	1.2425	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCISED	41.5833	-71.3667	1984		Sediment	Sediment	NA	Fluoranthene	230.77749999999997	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCISED	41.5833	-71.3667	1984		Sediment	Sediment	NA	Fluorene	10.875	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCISED	41.5833	-71.3667	1984		Sediment	Sediment	NA	Gamma-Hexachlorocyclohexane	0.7224999999999999	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCISED	41.5833	-71.3667	1984		Sediment	Sediment	NA	Heptachlor	0.6074999999999999	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCISED	41.5833	-71.3667	1984		Sediment	Sediment	NA	Heptachlor-Epoxide	0	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCISED	41.5833	-71.3667	1984		Sediment	Sediment	NA	Heptachlorobiphenyls	31.35	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCISED	41.5833	-71.3667	1984		Sediment	Sediment	NA	Hexachlorobenzene	1.025	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCISED	41.5833	-71.3667	1984		Sediment	Sediment	NA	Hexachlorobiphenyls	33.085	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCISED	41.5833	-71.3667	1984		Sediment	Sediment	NA	Iron	28025	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCISED	41.5833	-71.3667	1984		Sediment	Sediment	NA	Lead	60.25	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCISED	41.5833	-71.3667	1984		Sediment	Sediment	NA	Manganese	453.5	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCISED	41.5833	-71.3667	1984		Sediment	Sediment	NA	Mercury	0.2975	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCISED	41.5833	-71.3667	1984		Sediment	Sediment	NA	Mirex	0	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCISED	41.5833	-71.3667	1984		Sediment	Sediment	NA	Naphthalene	29.88	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCISED	41.5833	-71.3667	1984		Sediment	Sediment	NA	Nickel	25.375	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCISED	41.5833	-71.3667	1984		Sediment	Sediment	NA	Nonachlorobiphenyls	6.8375	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCISED	41.5833	-71.3667	1984		Sediment	Sediment	NA	Octachlorobiphenyls	13.375	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCISED	41.5833	-71.3667	1984		Sediment	Sediment	NA	Pentachlorobiphenyls	34.6025	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCISED	41.5833	-71.3667	1984		Sediment	Sediment	NA	Perylene	45.3825	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCISED	41.5833	-71.3667	1984		Sediment	Sediment	NA	Phenanthrene	130.04250000000002	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCISED	41.5833	-71.3667	1984		Sediment	Sediment	NA	Pyrene	259.38	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCISED	41.5833	-71.3667	1984		Sediment	Sediment	NA	Selenium	0.475	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCISED	41.5833	-71.3667	1984		Sediment	Sediment	NA	Silicon	263250	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCISED	41.5833	-71.3667	1984		Sediment	Sediment	NA	Silver	1.0850000000000002	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCISED	41.5833	-71.3667	1984		Sediment	Sediment	NA	Tetrachlorobiphenyls	32.5175	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCISED	41.5833	-71.3667	1984		Sediment	Sediment	NA	Thallium	0.7675000000000001	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCISED	41.5833	-71.3667	1984		Sediment	Sediment	NA	Tin	5.725	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCISED	41.5833	-71.3667	1984		Sediment	Sediment	NA	Trans-Nonachlor	1.1424999999999998	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCISED	41.5833	-71.3667	1984		Sediment	Sediment	NA	Trichlorobiphenyls	8.1875	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCISED	41.5833	-71.3667	1984		Sediment	Sediment	NA	Zinc	144.425	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCIWF	41.5833	-71.3667	1984		Fish Liver	Pleuronectes americanus	NA	2,4'-DDD	15.31	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCIWF	41.5833	-71.3667	1984		Fish Liver	Pleuronectes americanus	NA	2,4'-DDE	0	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCIWF	41.5833	-71.3667	1984		Fish Liver	Pleuronectes americanus	NA	2,4'-DDT	7.793333333333333	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCIWF	41.5833	-71.3667	1984		Fish Liver	Pleuronectes americanus	NA	4,4'-DDD	0	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCIWF	41.5833	-71.3667	1984		Fish Liver	Pleuronectes americanus	NA	4,4'-DDE	81.67333333333333	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCIWF	41.5833	-71.3667	1984		Fish Liver	Pleuronectes americanus	NA	4,4'-DDT	0	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCIWF	41.5833	-71.3667	1984		Fish Liver	Pleuronectes americanus	NA	Aldrin	0	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCIWF	41.5833	-71.3667	1984		Fish Liver	Pleuronectes americanus	NA	Alpha-Chlordane	32.95666666666667	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCIWF	41.5833	-71.3667	1984		Fish Liver	Pleuronectes americanus	NA	Arsenic	35.44307692307692	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCIWF	41.5833	-71.3667	1984		Fish Liver	Pleuronectes americanus	NA	Cadmium	0.5392307692307692	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCIWF	41.5833	-71.3667	1984		Fish Liver	Pleuronectes americanus	NA	Chromium	0.08230769230769232	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCIWF	41.5833	-71.3667	1984		Fish Liver	Pleuronectes americanus	NA	Copper	22.463846153846156	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCIWF	41.5833	-71.3667	1984		Fish Liver	Pleuronectes americanus	NA	Dichlorobiphenyls	0	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCIWF	41.5833	-71.3667	1984		Fish Liver	Pleuronectes americanus	NA	Dieldrin	40.18333333333334	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCIWF	41.5833	-71.3667	1984		Fish Liver	Pleuronectes americanus	NA	Fluorescent aromatic compounds (hi-weight)	2830.657894736842	ng PAH/g bile	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCIWF	41.5833	-71.3667	1984		Fish Liver	Pleuronectes americanus	NA	Fluorescent aromatic compounds (lo-weight)                                                          	434631.5789473684	ng PAH/g bile	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCIWF	41.5833	-71.3667	1984		Fish Liver	Pleuronectes americanus	NA	Gamma-Hexachlorocyclohexane	2.6366666666666667	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCIWF	41.5833	-71.3667	1984		Fish Liver	Pleuronectes americanus	NA	Heptachlor	0	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCIWF	41.5833	-71.3667	1984		Fish Liver	Pleuronectes americanus	NA	Heptachlor-Epoxide	3.026666666666667	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCIWF	41.5833	-71.3667	1984		Fish Liver	Pleuronectes americanus	NA	Heptachlorobiphenyls	400.59999999999997	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCIWF	41.5833	-71.3667	1984		Fish Liver	Pleuronectes americanus	NA	Hexachlorobenzene	3.073333333333333	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCIWF	41.5833	-71.3667	1984		Fish Liver	Pleuronectes americanus	NA	Hexachlorobiphenyls	815.6466666666666	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCIWF	41.5833	-71.3667	1984		Fish Liver	Pleuronectes americanus	NA	Iron	669.3846153846154	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCIWF	41.5833	-71.3667	1984		Fish Liver	Pleuronectes americanus	NA	Lead	1.0199999999999998	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCIWF	41.5833	-71.3667	1984		Fish Liver	Pleuronectes americanus	NA	Manganese	4.728461538461539	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCIWF	41.5833	-71.3667	1984		Fish Liver	Pleuronectes americanus	NA	Mercury	0.22692307692307698	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCIWF	41.5833	-71.3667	1984		Fish Liver	Pleuronectes americanus	NA	Mirex	1.3366666666666667	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCIWF	41.5833	-71.3667	1984		Fish Liver	Pleuronectes americanus	NA	Nickel	0.22153846153846152	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCIWF	41.5833	-71.3667	1984		Fish Liver	Pleuronectes americanus	NA	Nonachlorobiphenyls	60.27333333333333	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCIWF	41.5833	-71.3667	1984		Fish Liver	Pleuronectes americanus	NA	Octachlorobiphenyls	19.156666666666666	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCIWF	41.5833	-71.3667	1984		Fish Liver	Pleuronectes americanus	NA	Pentachlorobiphenyls	687.9133333333334	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCIWF	41.5833	-71.3667	1984		Fish Liver	Pleuronectes americanus	NA	Selenium	4.773846153846154	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCIWF	41.5833	-71.3667	1984		Fish Liver	Pleuronectes americanus	NA	Silver	0.31230769230769223	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCIWF	41.5833	-71.3667	1984		Fish Liver	Pleuronectes americanus	NA	Tetrachlorobiphenyls	220.75333333333333	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCIWF	41.5833	-71.3667	1984		Fish Liver	Pleuronectes americanus	NA	Tin	0.5276923076923077	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCIWF	41.5833	-71.3667	1984		Fish Liver	Pleuronectes americanus	NA	Trans-Nonachlor	35.61333333333334	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCIWF	41.5833	-71.3667	1984		Fish Liver	Pleuronectes americanus	NA	Trichlorobiphenyls	6.463333333333334	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1984NARCIWF	41.5833	-71.3667	1984		Fish Liver	Pleuronectes americanus	NA	Zinc	130.03846153846155	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCISED	41.5833	-71.3667	1985		Sediment	Sediment	NA	1-Methylnaphthalene	10.725	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCISED	41.5833	-71.3667	1985		Sediment	Sediment	NA	1-Methylphenanthrene	641.15	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCISED	41.5833	-71.3667	1985		Sediment	Sediment	NA	2,4'-DDD	0.1	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCISED	41.5833	-71.3667	1985		Sediment	Sediment	NA	2,4'-DDE	0.2	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCISED	41.5833	-71.3667	1985		Sediment	Sediment	NA	2,4'-DDT	0	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCISED	41.5833	-71.3667	1985		Sediment	Sediment	NA	2,6-Dimethylnaphthalene	0	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCISED	41.5833	-71.3667	1985		Sediment	Sediment	NA	2-Methylnaphthalene	24.675	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCISED	41.5833	-71.3667	1985		Sediment	Sediment	NA	4,4'-DDD	3.225	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCISED	41.5833	-71.3667	1985		Sediment	Sediment	NA	4,4'-DDE	3	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCISED	41.5833	-71.3667	1985		Sediment	Sediment	NA	4,4'-DDT	0.125	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCISED	41.5833	-71.3667	1985		Sediment	Sediment	NA	Acenaphthene	1.1	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCISED	41.5833	-71.3667	1985		Sediment	Sediment	NA	Aldrin	4.25	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCISED	41.5833	-71.3667	1985		Sediment	Sediment	NA	Alpha-Chlordane	2.1	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCISED	41.5833	-71.3667	1985		Sediment	Sediment	NA	Aluminum	59425	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCISED	41.5833	-71.3667	1985		Sediment	Sediment	NA	Anthracene	143.45000000000002	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCISED	41.5833	-71.3667	1985		Sediment	Sediment	NA	Antimony	0.6125	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCISED	41.5833	-71.3667	1985		Sediment	Sediment	NA	Arsenic	8.195	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCISED	41.5833	-71.3667	1985		Sediment	Sediment	NA	Benz[a]anthracene	209.8	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCISED	41.5833	-71.3667	1985		Sediment	Sediment	NA	Benzo[a]pyrene	133.14999999999998	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCISED	41.5833	-71.3667	1985		Sediment	Sediment	NA	Benzo[e]pyrene	114.2	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCISED	41.5833	-71.3667	1985		Sediment	Sediment	NA	Biphenyl	15.625	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCISED	41.5833	-71.3667	1985		Sediment	Sediment	NA	Cadmium	0.45975	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCISED	41.5833	-71.3667	1985		Sediment	Sediment	NA	Chromium	109.675	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCISED	41.5833	-71.3667	1985		Sediment	Sediment	NA	Chrysene	134.375	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCISED	41.5833	-71.3667	1985		Sediment	Sediment	NA	Copper	79.35	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCISED	41.5833	-71.3667	1985		Sediment	Sediment	NA	Dibenzo[a,h]anthracene	38.7575	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCISED	41.5833	-71.3667	1985		Sediment	Sediment	NA	Dichlorobiphenyls	12	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCISED	41.5833	-71.3667	1985		Sediment	Sediment	NA	Dieldrin	2.125	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCISED	41.5833	-71.3667	1985		Sediment	Sediment	NA	Fluoranthene	179.575	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCISED	41.5833	-71.3667	1985		Sediment	Sediment	NA	Fluorene	13.799999999999999	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCISED	41.5833	-71.3667	1985		Sediment	Sediment	NA	Gamma-Hexachlorocyclohexane	0	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCISED	41.5833	-71.3667	1985		Sediment	Sediment	NA	Heptachlor	0	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCISED	41.5833	-71.3667	1985		Sediment	Sediment	NA	Heptachlor-Epoxide	0	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCISED	41.5833	-71.3667	1985		Sediment	Sediment	NA	Heptachlorobiphenyls	39.5	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCISED	41.5833	-71.3667	1985		Sediment	Sediment	NA	Hexachlorobenzene	1.25	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCISED	41.5833	-71.3667	1985		Sediment	Sediment	NA	Hexachlorobiphenyls	52	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCISED	41.5833	-71.3667	1985		Sediment	Sediment	NA	Iron	28700	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCISED	41.5833	-71.3667	1985		Sediment	Sediment	NA	Lead	59.75	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCISED	41.5833	-71.3667	1985		Sediment	Sediment	NA	Manganese	429.75	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCISED	41.5833	-71.3667	1985		Sediment	Sediment	NA	Mercury	0.29850000000000004	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCISED	41.5833	-71.3667	1985		Sediment	Sediment	NA	Mirex	0	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCISED	41.5833	-71.3667	1985		Sediment	Sediment	NA	Naphthalene	34.425	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCISED	41.5833	-71.3667	1985		Sediment	Sediment	NA	Nickel	26	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCISED	41.5833	-71.3667	1985		Sediment	Sediment	NA	Nonachlorobiphenyls	6.25	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCISED	41.5833	-71.3667	1985		Sediment	Sediment	NA	Octachlorobiphenyls	10.75	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCISED	41.5833	-71.3667	1985		Sediment	Sediment	NA	Pentachlorobiphenyls	51.75	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCISED	41.5833	-71.3667	1985		Sediment	Sediment	NA	Perylene	41.050000000000004	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCISED	41.5833	-71.3667	1985		Sediment	Sediment	NA	Phenanthrene	105.925	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCISED	41.5833	-71.3667	1985		Sediment	Sediment	NA	Pyrene	316.25	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCISED	41.5833	-71.3667	1985		Sediment	Sediment	NA	Selenium	0.28275	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCISED	41.5833	-71.3667	1985		Sediment	Sediment	NA	Silicon	281500	micrograms per dry gram  	
