Study	NST_Site	General Location	Specific Location	NST_Sample_ID	Lat_DD	Lon_DD	Fiscal Year	Collection Date	Matrix	Scientific Name	Method	Parameter	Value	Unit	Qualifier
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PBDE2006	BDE 183 [2,2',3,4,4',5',6-HeptaBDE]	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PBDE2006	BDE 190 [2,3,3',4,4',5,6-HeptaBDE]	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PBDE2006	BDE 194 (2,2',3,3',4,4',5,5'-OctaBDE)                                                               	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PBDE2006	BDE 195 (2,2',3,3',4,4',5,6-OctaBDE)                                                                	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PBDE2006	BDE 196 (2,2',3,3',4,4',5,6'-OctaBDE)                                                               	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PBDE2006	BDE 197 (2,2',3,3',4,4',6,6'-OctaBDE)                                                               	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PBDE2006	BDE 198_199_203_200 (OctaBDE)                                                                       	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PBDE2006	BDE 2 [3-MonoBDE]	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PBDE2006	BDE 201 (2,2',3,3',4,5',6,6'-OctaBDE)                                                               	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PBDE2006	BDE 202 (2,2',3,3',5,5',6,6'-OctaBDE)                                                               	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PBDE2006	BDE 204 (2,2',3,4,4',5,6,6'-OctaBDE)                                                                	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PBDE2006	BDE 205 (2,3,3',4,4',5,5',6-OctaBDE)                                                                	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PBDE2006	BDE 206 (2,2',3,3',4,4',5,5',6-NonaBDE)                                                             	0.3	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PBDE2006	BDE 207 (2,2',3,3',4,4',5,6,6'-NonaBDE)                                                             	0.3	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PBDE2006	BDE 208 (2,2',3,3',4,5,5',6,6-NonaBDE)                                                              	0.1	ng/dry g	Below the MDL
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PBDE2006	BDE 209 [2,2',3,3',4,4',5,5',6,6'-DecaBDE]	2.6	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PBDE2006	BDE 25 [2,3',4-TriBDE]	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PBDE2006	BDE 28 [2,4,4'-TriBDE]	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PBDE2006	BDE 3 [4-MonoBDE]	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PBDE2006	BDE 30 [2,4,6-TriBDE]	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PBDE2006	BDE 32 [2,4',6-TriBDE]	0.1	ng/dry g	Below the MDL
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PBDE2006	BDE 33 [2',3,4-TriBDE]	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PBDE2006	BDE 35 [3,3',4-TriBDE]	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PBDE2006	BDE 37 [3,4,4'-TriBDE]	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PBDE2006	BDE 47 [2,2',4,4'-TetraBDE]	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PBDE2006	BDE 49_71 [2,2',4,5'-TetraBDE_2,3',4',6-Tetra	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PBDE2006	BDE 66 [2,3',4,4'-TetraBDE]	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PBDE2006	BDE 7 [2,4-DiBDE]	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PBDE2006	BDE 75 [2,4,4',6-TetraBDE]	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PBDE2006	BDE 77 [3,3',4,4'-TetraBDE]	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PBDE2006	BDE 8 [2,4'-DiBDE]	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PBDE2006	BDE 85 [2,2',3,4,4'-PentaBDE]	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PBDE2006	BDE 99 [2,2',4,4',5-PentaBDE]	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PAH-2002	Benz[a]anthracene	1.6	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PAH-2002	Benzo[a]pyrene	2.3	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PAH-2002	Benzo[b]fluoranthene	4.9	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PAH-2002	Benzo[e]pyrene	2.8	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PAH-2002	Benzo[g,h,i]perylene	3.9	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PAH-2002	Benzo[k]fluoranthene	1.7	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PAH-2002	Benzothiophene	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	ECDDUAL.M	Beta-Hexachlorocyclohexane	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PAH-2002	Biphenyl	0.3	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PAH-2002	C1-Benzothiophene	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PAH-2002	C1-Chrysenes	2	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PAH-2002	C1-Decalin	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PAH-2002	C1-Dibenzo[a,h]anthracene	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PAH-2002	C1-Dibenzothiophenes	0.4	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PAH-2002	C1-Fluoranthenes_Pyrenes	2.1	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PAH-2002	C1-Fluorenes	0.4	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PAH-2002	C1-Naphthalenes	0.4	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PAH-2002	C1-Naphthobenzothiophene	2.5	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PAH-2002	C1-Phenanthrenes_Anthracenes	1.6	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PAH-2002	C2-Benzothiophene	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PAH-2002	C2-Chrysenes	4.8	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PAH-2002	C2-Decalin	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PAH-2002	C2-Dibenzo[a,h]anthracene	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PAH-2002	C2-Dibenzothiophenes	0.4	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PAH-2002	C2-Fluoranthenes_Pyrenes	1.4	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PAH-2002	C2-Fluorenes	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PAH-2002	C2-Naphthalenes	0.7	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PAH-2002	C2-Naphthobenzothiophene	1.6	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PAH-2002	C2-Phenanthrenes_Anthracenes	2.9	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PAH-2002	C3-Benzothiophene	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PAH-2002	C3-Chrysenes	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PAH-2002	C3-Decalin	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PAH-2002	C3-Dibenzo[a,h]anthracene	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PAH-2002	C3-Dibenzothiophenes	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PAH-2002	C3-Fluoranthenes_Pyrenes	1.1	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PAH-2002	C3-Fluorenes	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PAH-2002	C3-Naphthalenes	0.8	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PAH-2002	C3-Naphthobenzothiophene	0.9	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PAH-2002	C3-Phenanthrenes_Anthracenes	1.6	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PAH-2002	C4-Chrysenes	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PAH-2002	C4-Decalin	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PAH-2002	C4-Naphthalenes	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PAH-2002	C4-Phenanthrenes_Anthracenes	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	ICP-MS	Cadmium	0.0979	micrograms per dry gram  	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	ECDDUAL.M	Chlorpyrifos	0	ng/dry g or L            	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	ICP	Chromium	25.9	micrograms per dry gram  	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PAH-2002	Chrysene	2	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	ECDDUAL.M	Cis-Nonachlor	0.02	ng/dry g	Below the MDL
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	CPERF	Clostridium perfringens - Count 1	11	Number	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	CPERF	Clostridium perfringens - Count 2	10	Number	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	CPERF	Clostridium perfringens - dry	61	CFU/g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	CPERF	Clostridium perfringens - Mean	11	Number	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	CPERF	Clostridium perfringens - wet	46	CFU/g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	ICP	Copper	6.07	micrograms per dry gram  	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PAH-2002	Decalin	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	ECDDUAL.M	Delta-Hexachlorocyclohexane	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PAH-2002	Dibenzo[a,h]anthracene	0.9	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PAH-2002	Dibenzofuran	0.6	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PAH-2002	Dibenzothiophene	0.2	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	Hexylation	Dibutyltin	0	ng Sn/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	ECDDUAL.M	Dieldrin	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	ECDDUAL.M	Endosulfan I	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	ECDDUAL.M	Endosulfan II	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	ECDDUAL.M	Endosulfan Sulfate	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	ECDDUAL.M	Endrin	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PAH-2002	Fluoranthene	4.2	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PAH-2002	Fluorene	0.3	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	ECDDUAL.M	Gamma-Chlordane	0.01	ng/dry g	Below the MDL
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	ECDDUAL.M	Gamma-Hexachlorocyclohexane	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	ECDDUAL.M	Heptachlor	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	ECDDUAL.M	Heptachlor-Epoxide	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	ECDDUAL.M	Hexachlorobenzene	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PAH-2002	Indeno[1,2,3-c,d]pyrene	4.8	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	ICP	Iron	27100	micrograms per dry gram  	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	ICP-MS	Lead	18.1	micrograms per dry gram  	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	ICP	Manganese	1450	micrograms per dry gram  	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	C-T-AA	Mercury	0.0196	micrograms per dry gram  	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	ECDDUAL.M	Mirex	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	Hexylation	Monobutyltin	0	ng Sn/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PAH-2002	Naphthalene	0.6	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PAH-2002	Naphthobenzothiophene	0.9	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	ICP	Nickel	12.2	micrograms per dry gram  	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	ECDDUAL.M	Oxychlordane	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PBB-2007	PBB 1 [2-MonoBB]	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PBB-2007	PBB 10 [2,6-DiBB]	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PBB-2007	PBB 103 [2,2',4,5',6-PentaBB]	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PBB-2007	PBB 15 [4,4'-DiBB]	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PBB-2007	PBB 155 [2,2',4,4',6,6'-HexaBB]	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PBB-2007	PBB 18 [2,2',5-TriBB]	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PBB-2007	PBB 2 [3-MonoBB]	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PBB-2007	PBB 26 [2,3',5-TriBB]	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PBB-2007	PBB 3 (4-MonoBB)	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PBB-2007	PBB 30 [2,4,6-TriBB]	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PBB-2007	PBB 31 [2,4',5-TriBB]	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PBB-2007	PBB 4 [2,2'-DiBB]	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PBB-2007	PBB 49 [2,2',4,5'-TetraBB]	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PBB-2007	PBB 52 [2,2',5,5'-TetraBB]	0	ng/dry g	Not detected
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW2007NBPISED	41.6523	-71.3567	2007	3/7/2007	Sediment	Sediment	PBB-2007	PBB 53 [2,2',5,6'-TetraBB]	0	ng/dry g	Not detected
